AA;1;DiegoRamirezIsland;-57;-69;;;;
AB;2;Cape Horn;-56;-67;;;;
AC;3;small isle, S-America;-55;-70;;;;
AD;4;Bay of Success;-55;-65;;;;
AE;5;South America east cape;-55;-64;;;;
AF;6;Cape Froward;-54;-71;;;;
AG;7;Cape St Diego;-54;-65;;;;
AH;8;Cape Pillar;-53;-75;;;;
AI;9;Point Possession;-53;-69;;;;
AJ;10;Cape Virgin Mary;-52;-68;;;;
AK;11;Port Egmont;-52;-58;;;;
AL;12;Bretts Harbour;-51;-65;;;;
AM;13;Eddystone, Falklands;-51;-64;;;;
AN;14;Cape Dolphin;-51;-59;;;;
AO;15;St Julian's;-49;-68;;;;
AP;16;Tapachoria;-49;-27;;;;
AQ;17;Port St Stephens, Chili (Isla Byron??);-48;-75;;;;
AR;18;La Darsena o Poza de los Martinez;-48;-66;;;;
AS;19;Cape Blanco, Patagonia;-47;-66;;;;
AT;20;Cape Cambell, New Zealand;-42;174;;;;
AU;21;St Paul island, Indian Ocean;-39;78;;;;
AV;22;Rio de la Plata;-38;-58;;;;
AW;23;Amsterdam;-38;78;;;;
AX;24;Talcaguana;-37;-73;;;;
AY;25;Cape St Anthony, Argentina;-37;-57;;;;
AZ;26;The Island of Tristian de Cuncha;-37;-12;;;;
BA;27;Buenos Aires;-35;-59;;;;
BB;28;Montevideo;-35;-56;;;;
BC;29;Cape St Mary, Rio de la Plata;-35;-54;;;;
BD;30;Cape Falso;-35;19;;;;
BE;31;Cap des Aiguilles (Cape Agulhas);-35;20;;;;
BF;32;Juan Fernandez, Chili (Juan Baustista);-34;-80;;;;
BG;33;Buffels Punt;-34;18;;;;
BH;34;Baai Fals;-34;19;;;;
BI;35;Cape Infanta;-34;21;;;;
BJ;36;Algoa;-34;26;;;;
BK;37;Botany Bay (Aus);-34;151;;;;
BL;38;Valparaiso;-33;-72;;;;
BM;39;Dasseneiland;-33;18;;;;
BN;40;Penguin Island, S Afr;-32;18;;;;
BO;41;Corana;-32;29;;;;
BP;42;Adiera D'Natall;-31;31;;;;
BQ;43;Saxemburgh;-30;-19;;;;
BR;44;Natal;-30;31;;;;
BS;45;Cape St Lucia;-29;32;;;;
BT;46;St Katherine's isl, Braz (Florianopolis);-28;-49;;;;
BU;47;St Catherine;-28;-48;;;;
BV;48;Ile de Paque;-27;-109;;;;
BW;49;Dallago Bay;-26;33;;;;
BX;50;Cape St Mary's, Madagascar;-26;45;;;;
BY;51;Adria Dira 1;-26;46;;;;
BZ;52;Cape Ramas;-25;47;;;;
CA;53;Cape Coriantes;-24;36;;;;
CB;54;Sandy Island;-24;43;;;;
CC;55;Avery Island;-24;44;;;;
CD;56;Rio de Janeiro;-23;-43;;;;
CE;57;Cape Frio;-23;-42;;;;
CF;58;Dellago Bay;-23;33;;;;
CG;59;Westminster Hall, Madagascar;-23;43;;;;
CH;60;Atabasta, W of Madacascar;-23;44;;;;
CI;61;Bassas;-22;40;;;;
CJ;62;Point St Felix;-22;43;;;;
CK;63;Hollandia Nova (W Australia);-22;113;;;;
CL;64;Island Trinadada;-21;-30;;;;
CM;65;Martin Vaz, S Atlantic (I. do Norte);-21;-29;;;;
CN;66;Reunion (Don Mascaron), Le Port;-21;55;;;;
CO;67;Don Mascaramus;-21;56;;;;
CP;68;Botal Jobaeo Jima, NE Formosa (Batan?);-21;122;;;;
CQ;69;Madagascar;-20;44;;;;
CR;70;Mount Brabant;-20;57;;;;
CS;71;Bourbon;-20;58;;;;
CT;72;Diego Bay (Rodrigues Isl?);-20;63;;;;
CU;73;Thrum Cap;-19;-139;;;;
CV;74;Arika;-19;-70;;;;
CW;75;Vavao (Pacific);-18;-174;;;;
CX;76;Georges Island;-18;-150;;;;
CY;77;Osnaburg Island;-18;-148;;;;
CZ;78;Bird Island, French Polynesia;-18;-143;;;;
DA;79;Bow Island;-18;-141;;;;
DB;80;Abrolhos;-18;-39;;;;
DC;81;Madagascar east coast;-18;44;;;;
DD;82;Bank of Pannacel;-18;45;;;;
DE;83;Tamatave;-18;49;;;;
DF;84;Ulietea;-17;-151;;;;
DG;85;Chain Island;-17;-146;;;;
DH;86;Christova;-17;43;;;;
DI;87;St Jean de Nova;-17;44;;;;
DJ;88;Port St Mary (Nosy Boraha), Madagascar;-17;50;;;;
DK;89;James Town;-16;-6;;;;
DL;90;Cape Correnties;-16;35;;;;
DM;91;Angora Island;-16;40;;;;
DN;92;S. Christo (off NE Madagascar);-16;44;;;;
DO;93;Madagascar Bay;-16;50;;;;
DP;94;Cape Mozambique;-15;41;;;;
DQ;95;Galleon I, Peru (I. de las Viejas);-14;-76;;;;
DR;96;Elephant Bay, Angola (Namibe);-14;12;;;;
DS;97;New Holland, W coast (Aus);-14;130;;;;
DT;98;Aller Heilige Baai;-13;-39;;;;
DU;99;Salvador/Bahia/Cape S Antoine, Brazil;-13;-38;;;;
DV;100;Camero;-13;43;;;;
DW;101;Callao;-12;-77;;;;
DX;102;Querimbo;-12;41;;;;
DY;103;Ioanna;-12;44;;;;
DZ;104;Cocos (Keeling) Isl;-12;97;;;;
EA;105;San Franciscos (river), Brazil;-11;-37;;;;
EB;106;Christmas Island;-11;106;;;;
EC;107;Quarmey;-10;-78;;;;
ED;108;Quiloa;-10;40;;;;
EE;109;Coepang;-10;124;;;;
EF;110;Anna Maria (Noahiwa);-9;-140;;;;
EG;111;Fort St Francisco;-9;13;;;;
EH;112;Red Point;-9;114;;;;
EI;113;Bali;-9;115;;;;
EJ;114;Bandidan, Penida, between Bali & Lombok;-9;116;;;;
EK;115;Taffell Hoek;-9;117;;;;
EL;116;Augustine;-8;-35;;;;
EM;117;Ascension;-8;-14;;;;
EN;118;Tjilatjap;-8;109;;;;
EO;119;Pasgeroeang;-8;113;;;;
EP;120;Banjoewangie;-8;114;;;;
EQ;121;Cabo Branco;-7;-35;;;;
ER;122;Diego Garcia;-7;72;;;;
ES;123;2e hoek van Java;-7;105;;;;
ET;124;Clapper Eiland;-7;106;;;;
EU;125;Cherebon Flagstaff;-7;109;;;;
EV;126;Bocht van Samarang;-7;110;;;;
EW;127;Hoek van Lassan;-7;111;;;;
EX;128;Grise;-7;112;;;;
EY;129;Fort Orange te Soerabaya;-7;113;;;;
EZ;130;Poeloe Babij;-6;-106;;;;
FA;131;Lobass isl, Peru (Lobos de Tierra);-6;-81;;;;
FB;132;Island of Engano;-6;102;;;;
FC;133;Klijn Fortuijn;-6;104;;;;
FD;134;Cracatoa;-6;105;;;;
FE;135;3e hoek van Java;-6;106;;;;
FF;136;Batavia;-6;107;;;;
FG;137;Bocht van Indermaijo, noord-java;-6;108;;;;
FH;138;Tacobashes;-6;124;;;;
FI;139;Lucipara;-6;128;;;;
FJ;140;Paita;-5;-81;;;;
FK;141;Cape Roque;-5;-36;;;;
FL;142;River Grand Sister;-5;-8;;;;
FM;143;Cabenda Bay, E Africa;-5;39;;;;
FN;144;Mahe Road;-5;56;;;;
FO;145;Engano;-5;102;;;;
FP;146;Macasser;-5;119;;;;
FQ;147;Camboyna;-5;122;;;;
FR;148;Boeton;-5;123;;;;
FS;149;Banda;-5;130;;;;
FT;150;Ferdinando;-4;-32;;;;
FU;151;Booby Island;-4;56;;;;
FV;152;Mettreciff (Mega Island) (Pulan);-4;101;;;;
FW;153;Bencolen (Bengkulu), Sumatra;-4;102;;;;
FX;154;River Banjor;-4;114;;;;
FY;155;Borneo;-4;115;;;;
FZ;156;Wawany;-4;123;;;;
GA;157;Amboina;-4;128;;;;
GB;158;Fort Duurstede, Saparoea;-4;129;;;;
GC;159;Maranon;-3;-44;;;;
GD;160;St Matthews island;-3;2;;;;
GE;161;Bouro;-3;127;;;;
GF;162;Guayaquil;-2;-80;;;;
GG;163;Fortune Island, off Sumatra;-2;99;;;;
GH;164;Sipora;-2;100;;;;
GI;165;Straat van Banka;-2;106;;;;
GJ;166;Flatt Point;-2;117;;;;
GK;167;Anna Bona;-1;6;;;;
GL;168;Cape Lopez;-1;9;;;;
GM;169;siberut;-1;99;;;;
GN;170;P. Pedang;-1;100;;;;
GO;171;Sumatra;-1;102;;;;
GP;172;Vagua;-1;131;;;;
GQ;173;;0;0;;;;
GR;174;Cape Lougan;0;7;;;;
GS;175;Samatra;0;102;;;;
GT;176;Lingen (Kepulauan Lingga), Indonesia;0;105;;;;
GU;177;Fort Oranje;0;127;;;;
GV;178;Cape Good Hope (not African one);0;132;;;;
GW;179;Cape of Good Hope, New Guinea;0;133;;;;
GX;180;Kema;1;-125;;;;
GY;181;St Paul Rocks;1;-29;;;;
GZ;182;Middelburg Eiland;1;104;;;;
HA;183;Bintang Hill;1;105;;;;
HB;184;Fidor;1;127;;;;
HC;185;Princes;2;7;;;;
HD;186;Island of Deoura;2;85;;;;
HE;187;Baroes;2;98;;;;
HF;188;Tapanolie;2;99;;;;
HG;189;Malacca Town;2;102;;;;
HH;190;Monopin Hill;2;105;;;;
HI;191;Menado;2;125;;;;
HJ;192;Gallio I, Colombia (Gorgona I);3;-78;;;;
HK;193;Bird Island, Seycelle Islands;3;56;;;;
HL;194;Selangor;3;101;;;;
HM;195;Pulo Tiamon;3;104;;;;
HN;196;Cape Palmas;4;-8;;;;
HO;197;Clarence Cove;4;9;;;;
HP;198;Cape Basses, Mereghi, Somalia?;4;47;;;;
HQ;199;West Hoek van Texel;4;53;;;;
HR;200;Pulo Jarro;4;100;;;;
HS;201;Pulo Jara;4;101;;;;
HT;202;Pulo Pinang;4;103;;;;
HU;203;Demmerarij;5;-58;;;;
HV;204;Rio Sester;5;-10;;;;
HW;205;Bottewa;5;-9;;;;
HX;206;Berby Point;5;-7;;;;
HY;207;Cape Lahou;5;-5;;;;
HZ;208;Assine;5;-3;;;;
IA;209;Axim;5;-2;;;;
IB;210;Cape Coast;5;-1;;;;
IC;211;St George d'Elmina;5;1;;;;
ID;212;Cape Appolonia;5;3;;;;
IE;213;Groot Bassan;5;4;;;;
IF;214;Omorero;5;48;;;;
IG;215;Cayenne;5;52;;;;
IH;216;Maldives (general est.);5;73;;;;
II;217;Suriname;6;-105;;;;
IJ;218;Corantijn rivier?;6;-60;;;;
IK;219;Dageraad;6;-58;;;;
IL;220;Berbiecie rivier;6;-57;;;;
IM;221;Braamspunt;6;-55;;;;
IN;222;Guiana;6;-54;;;;
IO;223;Cape Monerado;6;-11;;;;
IP;224;Accra;6;0;;;;
IQ;225;Aquita of Quita;6;1;;;;
IR;226;Ouidah;6;2;;;;
IS;227;Fortres Amsterdam, Suriname;6;55;;;;
IT;228;Chagos Archipelago, Indian Ocean;6;73;;;;
IU;229;St John's India =Bombay? {fake coord};6;75;;;;
IV;230;Cape Gallo;6;80;;;;
IW;231;Cape Dondra;6;81;;;;
IX;232;Eliphant on Celone;6;82;;;;
IY;233;Acheen;6;95;;;;
IZ;234;Pulo Pera;6;99;;;;
JA;235;Prince of Wales Island;6;101;;;;
JB;236;Peek Island, Mindano;6;120;;;;
JC;237;Montosa, Mexico (Pacific coast);7;-83;;;;
JD;238;Post St Andries;7;-58;;;;
JE;239;Highland of Cape Mount;7;-11;;;;
JF;240;Cape Mount;7;11;;;;
JG;241;Island Kellay;7;73;;;;
JH;242;Colombo;7;80;;;;
JI;243;Friars Hood;7;82;;;;
JJ;244;Low Island;7;94;;;;
JK;245;Pulo Button;7;99;;;;
JL;246;Trowers Island;7;106;;;;
JM;247;Banguey;7;117;;;;
JN;248;Sambvangan;7;122;;;;
JO;249;St Eustacius;8;-63;;;;
JP;250;Bananas;8;-13;;;;
JQ;251;Canala (Minicoy Island, Laccadives?);8;73;;;;
JR;252;Cape Comarine;8;78;;;;
JS;253;St Johns(2);8;126;;;;
JT;254;Pallas Islands;8;135;;;;
JU;255;Kaap (of Punt) Jaijl of Caijl?;9;-78;;;;
JV;256;Cape Serra Lion;9;-13;;;;
JW;257;Cochim;9;76;;;;
JX;258;Anjanga;9;77;;;;
JY;259;Punnacaijl;9;78;;;;
JZ;260;Back Bay, Trincomalee;9;81;;;;
KA;261;Ikanah;9;93;;;;
KB;262;Pulo Condore;9;107;;;;
KC;263;Porte Cabello;10;-68;;;;
KD;264;Cumana;10;-64;;;;
KE;265;Cape Dorfui;10;51;;;;
KF;266;Gulf of Paria;10;62;;;;
KG;267;Calipima;10;74;;;;
KH;268;Crangenoor;10;76;;;;
KI;269;Collemoye;10;80;;;;
KJ;270;Pulo Sapata;10;109;;;;
KK;271;Jonk Catwick, (tiny island);10;119;;;;
KL;272;La Guayra;11;-67;;;;
KM;273;Isla Margarita;11;-64;;;;
KN;274;Trinidad;11;-61;;;;
KO;275;Porto Praaija;11;-24;;;;
KP;276;The White Rock;11;47;;;;
KQ;277;Tabago;11;61;;;;
KR;278;Callicut;11;76;;;;
KS;279;Nagapalnam;11;80;;;;
KT;280;Baai St Anna;12;-69;;;;
KU;281;Baai van Granada;12;-62;;;;
KV;282;Cape Guardafui, Somalia;12;51;;;;
KW;283;Tellicherry;12;75;;;;
KX;284;Sacrifice Rocks;12;76;;;;
KY;285;Fort St David;12;80;;;;
KZ;286;SAN BERNARDINO;12;124;;;;
LA;287;Barbados;13;-60;;;;
LB;288;Cape St Maries;13;-17;;;;
LC;289;Babelmandel Isl. (Perim I. Red Sea);13;43;;;;
LD;290;Arramoora;13;44;;;;
LE;291;Aden (Gulf of?);13;45;;;;
LF;292;Scatra;13;54;;;;
LG;293;Mangalore;13;75;;;;
LH;294;Fort St George;13;80;;;;
LI;295;Andaman islands (Bay of Bengal. estim.);13;93;;;;
LJ;296;Narcondam, E of Andaman Isls.;13;94;;;;
LK;297;Susanna;13;98;;;;
LL;298;Cape Espirita Santa, Vietnam;13;110;;;;
LM;299;Sursogon;13;124;;;;
LN;300;Cocos Island (Pacific);13;145;;;;
LO;301;Pidgeon Island;14;74;;;;
LP;302;Armagon;14;80;;;;
LQ;303;Coco Island, Bay of Bengal;14;93;;;;
LR;304;Fortune Island;14;120;;;;
LS;305;Baai van Cavite (Cavite 14:29N, 120:54O);14;121;;;;
LT;306;Catanduanes;14;124;;;;
LU;307;Fort Royaal, Martinique;15;-61;;;;
LV;308;Brava;15;-25;;;;
LW;309;Baai van Porto Praia/St. Jago;15;-24;;;;
LX;310;Island of May;15;-23;;;;
LY;311;Cape de Verd;15;-18;;;;
LZ;312;Senegal;15;-17;;;;
MA;313;Island of Goree;15;17;;;;
MB;314;Carnar;15;74;;;;
MC;315;Cape Raysmas, EI (7 l. N of Carwarr);15;75;;;;
MD;316;Point Capanes;15;120;;;;
ME;317;Cavite;15;121;;;;
MF;318;Pollilo;15;122;;;;
MG;319;Tinian Island, Ladrones (Marianas);15;146;;;;
MH;320;Sequineta, W.Mexico (Arista?);16;-94;;;;
MI;321;Basse Terre;16;-62;;;;
MJ;322;Prince Rupert's Bay;16;-61;;;;
MK;323;Bona Vista;16;-23;;;;
ML;324;Senegal Bar;16;-17;;;;
MM;325;J'at Tair Island, Red Sea;16;42;;;;
MN;326;Enigorla Rocks;16;74;;;;
MO;327;Masulipatnam;16;80;;;;
MP;328;Mapulipatam;16;81;;;;
MQ;329;Cape Negrais;16;94;;;;
MR;330;Acapulco;17;-100;;;;
MS;331;Sequateno, Mexico (near Acapulco);17;-99;;;;
MT;332;Alrad, St Christoffel;17;-63;;;;
MU;333;Antegua;17;-62;;;;
MV;334;St Antonia/St Antao, Cape Verdes;17;-25;;;;
MW;335;St Antonio;17;-24;;;;
MX;336;Island of Sall;17;-23;;;;
MY;337;St Pedro;17;56;;;;
MZ;338;English Harbour;17;62;;;;
NA;339;Pigeon Island, Laccadives, W India;17;75;;;;
NB;340;Davilican baai;17;122;;;;
NC;341;Jamaica (Kingston);18;-77;;;;
ND;342;Cape Tiberoon;18;-74;;;;
NE;343;Aguadilla;18;-67;;;;
NF;344;East end of Porto Rico;18;-66;;;;
NG;345;Anguilla;18;-63;;;;
NH;346;Barbuda;18;-62;;;;
NI;347;Portendic;18;-16;;;;
NJ;348;Marvile Bay Madagascar;18;50;;;;
NK;349;Kuria Muria isles, Oman (Juzur al Halan);18;56;;;;
NL;350;Dabul;18;73;;;;
NM;351;Navassa;18;75;;;;
NN;352;Point Morant;18;76;;;;
NO;353;Point Pedro;18;78;;;;
NP;354;Dolphin Nose;18;83;;;;
NQ;355;Cape Donna Maria;19;-74;;;;
NR;356;Santo Domingo;19;-70;;;;
NS;357;Samanna;19;-69;;;;
NT;358;Samberaro;19;-63;;;;
NU;359;Cannary;19;72;;;;
NV;360;Bombay;19;73;;;;
NW;361;Hainan;19;109;;;;
NX;362;Baaij te Karakokoa (Kealakekua Bay, bij Napoopoo);20;-156;;;;
NY;363;Santiago de Cuba;20;-76;;;;
NZ;364;Cumberland Harbour;20;-75;;;;
OA;365;Cape Maize;20;-74;;;;
OB;366;Tortuga;20;-73;;;;
OC;367;Cape Francois;20;-70;;;;
OD;368;Masirah Island, Oman;20;58;;;;
OE;369;Marcera;20;59;;;;
OF;370;Isabella Bay;20;71;;;;
OG;371;Monte Christo;20;72;;;;
OH;372;Demane, Indian W coast;20;73;;;;
OI;373;Sangur isle, Bengal bay (no coord);20;90;;;;
OJ;374;Akijab;20;93;;;;
OK;375;Woahoo, S side in Bay;21;-158;;;;
OL;376;Heneago isl, WI, Tortudas (estimate);21;-73;;;;
OM;377;Cap Blanc;21;-17;;;;
ON;378;Mascareigne island(s)= Mauritius+Reunion;21;56;;;;
OO;379;Swally, India {fake coord};21;72;;;;
OP;380;Cape St Johns;21;73;;;;
OQ;381;Cape Palmiras;21;87;;;;
OR;382;Atooi;22;-160;;;;
OS;383;Woahoa;22;-158;;;;
OT;384;San Blas;22;-105;;;;
OU;385;Mayaguana;22;-73;;;;
OV;386;Caicos;22;-72;;;;
OW;387;Ballasore (Ballashwar), Bengal;22;87;;;;
OX;388;Bengal;22;88;;;;
OY;389;Grand Ladaroon;22;114;;;;
OZ;390;Pedro Blanco;22;115;;;;
PA;391;Wahoo;22;158;;;;
PB;392;Cape San Lucas, Baja California, Mexico;23;-110;;;;
PC;393;Cuba;23;-82;;;;
PD;394;Achlins Island Bahamas;23;-74;;;;
PE;395;Cape Mahica, Oman;23;59;;;;
PF;396;Rosulgate aka Ras al Khabban, Oman;23;60;;;;
PG;397;Calcutta;23;88;;;;
PH;398;Canton;23;113;;;;
PI;399;Marteen Point;24;-81;;;;
PJ;400;Watling Island;24;-80;;;;
PK;401;Port Nelson, Bahamas;24;-75;;;;
PL;402;Island off St Augustins Bay;24;44;;;;
PM;403;Muscat;24;59;;;;
PN;404;Formosa;24;121;;;;
PO;405;Salt Key;25;-77;;;;
PP;406;Amselly, Morro del Ancia Norte;25;-15;;;;
PQ;407;Cape Florida;26;-80;;;;
PR;408;Hole in the Rock;26;-78;;;;
PS;409;Monomotapa;26;33;;;;
PT;410;Bombarrick;26;58;;;;
PU;411;Cape Rosulgate (near Bandar Abbas/Jask);26;60;;;;
PV;412;Bahamas;27;-79;;;;
PW;413;Lanzarote;27;-14;;;;
PX;414;Gamron;27;56;;;;
PY;415;Ferro;28;-18;;;;
PZ;416;Gomera, Azores;28;-17;;;;
QA;417;Santa Croix;28;-16;;;;
QB;418;Baaij van La Lus (grand Canarien);28;-15;;;;
QC;419;Fortaventura;28;-14;;;;
QD;420;Golden River, Mozambique (Umtolozi R.);28;32;;;;
QE;421;Island Palma;29;-18;;;;
QF;422;Point Nago;29;-16;;;;
QG;423;Puerto de Naos (Lanzarote);29;-14;;;;
QH;424;St Augustine;30;-81;;;;
QI;425;Grand Salvage;30;-16;;;;
QJ;426;Town of Brunswick;31;-82;;;;
QK;427;Coffin Land;32;-80;;;;
QL;428;Bermuda;32;-65;;;;
QM;429;Charles Town;33;-80;;;;
QN;430;Brazen Head (Madeira);33;-17;;;;
QO;431;Porto Sancto;33;-16;;;;
QP;432;Cape Cantin(?);33;-10;;;;
QQ;433;Decima;33;130;;;;
QR;434;Canal de Santa Barbara;34;-120;;;;
QS;435;Cape Fear;34;-78;;;;
QT;436;Cape Look out;35;-77;;;;
QU;437;Cape Hatteras;35;-76;;;;
QV;438;Melilla;35;-3;;;;
QW;439;Cape of Spartel;36;-6;;;;
QX;440;Gibraltar;36;-5;;;;
QY;441;Monterey;37;-122;;;;
QZ;442;Cape Charles;37;-76;;;;
RA;443;Island of St Maria;37;-25;;;;
RB;444;Cape St Vincent;37;-9;;;;
RC;445;Cape de Saint de Maria;37;-8;;;;
RD;446;Cadiz;37;-6;;;;
RE;447;Aguilas;37;-2;;;;
RF;448;Algiers;37;3;;;;
RG;449;Malaga;37;4;;;;
RH;450;Pico;38;-28;;;;
RI;451;Azores (general. estimate);38;-26;;;;
RJ;452;Cape Spitchell;38;-9;;;;
RK;453;Cartagena;38;-1;;;;
RL;454;ALICANTE;38;0;;;;
RM;455;Baltimore harbour;39;-77;;;;
RN;456;Bombay hook;39;-75;;;;
RO;457;Flores;39;-31;;;;
RP;458;Faial;39;-29;;;;
RQ;459;Gratiosa;39;-28;;;;
RR;460;Angroston;39;-27;;;;
RS;461;Cape Roca;39;-10;;;;
RT;462;Kasteel van Boulijn;39;-9;;;;
RU;463;Altea;39;0;;;;
RV;464;Hog Island;40;-75;;;;
RW;465;Sandy Hook;40;-74;;;;
RX;466;Corvo;40;-31;;;;
RY;467;Reet Eiland;40;76;;;;
RZ;468;Constapels;41;-75;;;;
SA;469;New York;41;-74;;;;
SB;470;Block Island;41;-72;;;;
SC;471;Oporto;41;-9;;;;
SD;472;Tarragona;41;1;;;;
SE;473;Barcelona;41;2;;;;
SF;474;Montock Point;42;-72;;;;
SG;475;Boston;42;-71;;;;
SH;476;Cape Cod;42;-70;;;;
SI;477;Isla de Onzel;42;-9;;;;
SJ;478;Baai van Massachusets;43;-71;;;;
SK;479;Camarina;43;-9;;;;
SL;480;Ferrol;43;-8;;;;
SM;481;Marseille;43;5;;;;
SN;482;Toulon;43;6;;;;
SO;483;Cape Elizabeth;44;-70;;;;
SP;484;Cape Sable;44;-66;;;;
SQ;485;Cape Samboro;44;-64;;;;
SR;486;Island of Sable;44;-60;;;;
SS;487;Sable Island;44;-50;;;;
ST;488;Cape Ortugall (Ortegal);44;-8;;;;
SU;489;Cape Brion;44;-1;;;;
SV;490;Livorno;44;10;;;;
SW;491;Ternal;45;-137;;;;
SX;492;Sandy Point;45;-69;;;;
SY;493;Grandmannan Island;45;-67;;;;
SZ;494;Halifax;45;-64;;;;
TA;495;Cape Canso;45;-61;;;;
TB;496;Bordeaux;45;-1;;;;
TC;497;Chedabucto Bay;46;-61;;;;
TD;498;Island of Scatary;46;-60;;;;
TE;499;Isle of Ree;46;-1;;;;
TF;500;Brunet Bay;47;-56;;;;
TG;501;St Lawrence Harbour;47;-55;;;;
TH;502;Cape Pyne;47;-54;;;;
TI;503;Cape Broyle;47;-53;;;;
TJ;504;Bell Isle, Bay of Biscay;47;-3;;;;
TK;505;Isle Dieu;47;-2;;;;
TL;506;Placentia Bay;47;54;;;;
TM;507;North Cape of Maquilon;47;56;;;;
TN;508;Cape Ray;48;-59;;;;
TO;509;Cape Roy;48;-57;;;;
TP;510;Baceleau Island;48;-53;;;;
TQ;511;Brest;48;-5;;;;
TR;512;Finisterre, England;48;-4;;;;
TS;513;Suftren;48;139;;;;
TT;514;Langle;48;142;;;;
TU;515;Cape St George;49;-59;;;;
TV;516;Penguin Island, NFL;49;-54;;;;
TW;517;Guernsey;49;-3;;;;
TX;518;Parijs;49;2;;;;
TY;519;Nutka;50;-127;;;;
TZ;520;Cape Cornwell;50;-6;;;;
UA;521;Carrick Road;50;-5;;;;
UB;522;Dartmouth;50;-4;;;;
UC;523;Alderney;50;-2;;;;
UD;524;Frankfurt-am-Main, Germany;50;9;;;;
UE;525;Croque, Newfoundland;51;-56;;;;
UF;526;Cape Clear;51;-10;;;;
UG;527;Hardlandts Point;51;-5;;;;
UH;528;Baai Morte;51;-4;;;;
UI;529;De Singels;51;-2;;;;
UJ;530;Cowes;51;-1;;;;
UK;531;Beachy Head, Sussex, UK;51;0;;;;
UL;532;Deal;51;1;;;;
UM;533;Het Kanaal;51;2;;;;
UN;534;Kasteel Savens;51;4;;;;
UO;535;Castries;51;141;;;;
UP;536;Fort Albany, Hudson Bay;52;-82;;;;
UQ;537;Castle Island;52;-56;;;;
UR;538;Belle Isle, NWFL;52;-55;;;;
US;539;Blaskets, Irish W coast;52;-11;;;;
UT;540;Head of Kinsale;52;-9;;;;
UU;541;Cork Head;52;-8;;;;
UV;542;Saltee Islands;52;-7;;;;
UW;543;London;52;0;;;;
UX;544;North Foreland;52;2;;;;
UY;545;Brouwershaven;52;4;;;;
UZ;546;Pampus;52;5;;;;
VA;547;Avatscha;53;-159;;;;
VB;548;Lance Cove;53;-56;;;;
VC;549;Scattery Island;53;-10;;;;
VD;550;Holy Head;53;-5;;;;
VE;551;De Vlieter;53;5;;;;
VF;552;Bear island, Hudson Bay;54;-81;;;;
VG;553;Cape Henrietta Maria, Hudson Bay;55;-83;;;;
VH;554;Hartlepool;55;-1;;;;
VI;555;Gasket Rock, HB fake;56;-80;;;;
VJ;556;Byron's Bay, Labrador (near Hopedale?);56;-60;;;;
VK;557;Port Banks;57;-135;;;;
VL;558;York factory, Hudson Bay;58;-93;;;;
VM;559;Christiaan Zand;58;8;;;;
VN;560;Marstrand;58;12;;;;
VO;561;Port des Francais;59;-138;;;;
VP;562;Churchill river, fort Prince Rupert;59;-94;;;;
VQ;563;Orkney;59;-4;;;;
VR;564;Dear Sound;59;-3;;;;
VS;565;Bergen;60;5;;;;
VT;566;Montague Isle;60;148;;;;
VU;567;Prince William's Sound;61;-147;;;;
VV;568;Twin island;61;-79;;;;
VW;569;Burton Island;61;-65;;;;
VX;570;Shetland Islands (estimate);61;1;;;;
VY;571;Mansfield Isl HB;62;-80;;;;
VZ;572;Cape Smith;62;-79;;;;
WA;573;Diggs island W end;62;-78;;;;
WB;574;Savage Island, Greater HB fake;62;-71;;;;
WC;575;Saddle Bank, near Great Savage Island HB;62;-66;;;;
WD;576;Cape Resolution, HB;62;-64;;;;
WE;577;Meekness;62;-8;;;;
WF;578;Faeroer isl. (Torshavn);62;-7;;;;
WG;579;Cape Pembrook (Coats Isl), HB;63;-82;;;;
WH;580;Cape Diggs, Diggs isl, HB;63;-78;;;;
WI;581;Charles Isl, E end HB;63;-75;;;;
WJ;582;Gods Mercier;63;-72;;;;
WK;583;Salisbury Isl, E end HB;64;-77;;;;
WL;584;Reykjavik;64;-22;;;;
WM;585;Brissel;65;-14;;;;
WN;586;Narwick;68;17;;;;
WO;587;Grote bogt van t Voorland;78;11;;;;
WP;588;Noordbaaij;79;15;;;;
WQ;589;Hacluits;80;11;;;;
WR;590;Great Table Island;81;21;;;;
WS;591;Doodkist van Sedaijo;112;61;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
